,uid,label,mean_step_speed,stddev_step_speed,track_length,e2e_distance,duration,mean_accel,std_accel,persistance,x_spread,y_spread,trajectory
0,lab_0_0,0,0.1730878285772176,0.1001409519881381,51.926348573165285,40.40877174574849,300.0,0.013493000365026661,0.05625096337762855,0.7781939777416027,38.85300000000001,15.41500000000002,24.472821557801645
1,lab_0_1,0,0.1650476614328481,0.086193635431401,49.514298429854435,32.95732246405949,300.0,0.011309852447560904,0.03948072725516682,0.6656122273599258,27.914999999999992,18.54000000000002,22.749595600801356
2,lab_0_2,0,0.1673881257056784,0.0991769733325554,50.216437711703534,31.649486141168214,300.0,0.013796445762038945,0.04935021778017009,0.6302614757914604,29.437999999999988,16.289999999999992,21.89851638810263
3,lab_0_3,0,0.2159269217761839,0.109796984410297,64.77807653285518,42.52494808932751,300.0,0.013037461991768877,0.048995671875524165,0.6564712996342061,40.83699999999999,15.296000000000006,24.992854018699028
4,lab_0_4,0,0.0977859589306089,0.0969844810748326,29.33578767918268,1.616935682085197,300.0,0.007030848713518205,0.038408547508431486,0.0551181955558197,5.008999999999901,6.304000000000002,5.619318108098116
5,lab_0_5,1,3.263915719831237,0.7418042588539931,381.8781392202547,339.8043588243093,117.0,0.08863276859719256,0.33190173443040955,0.889824066698726,132.54300000000003,329.47999999999996,208.9743229203052
6,lab_0_6,1,1.950491820178968,0.821394668120148,306.22721576809795,147.71040836718308,157.0,0.09398939663967823,0.25255285230767666,0.48235558683667856,130.19299999999998,146.24199999999996,137.98436399099717
7,lab_1_0,1,4.621280730051717,2.5911162743856155,1386.384219015515,961.6761409123136,300.0,1.1384235822694027,1.7061728589397511,0.6936577376762187,470.0,839.0,627.9570048976283
8,lab_1_1,0,0.1252839162970798,0.0069354392266313,37.58517488912395,36.49657518178932,300.0,0.000708560699038963,0.0014014015335340152,0.9710364602387512,36.0,6.0,14.696938456699069
9,lab_1_2,0,0.1118039713083916,0.0559023434184321,2.2360794261678336,2.23606797749979,20.0,0.007696817266795702,0.031074122797079145,0.9999948800262147,2.0,1.0,1.4142135623730951
10,lab_1_3,1,12.513858438965908,3.0595350250522833,1126.2472595069316,1085.792797913119,90.0,0.6584036017021928,1.0833975898720838,0.9640803018588268,424.0,1005.0,652.7786761223133
11,lab_1_4,0,6.274431987095902,0.8405374704959769,250.97727948383607,247.5419156425837,40.0,0.6576801054679928,0.8584497175975538,0.9863120524363097,226.0,101.0,151.08275877809487
12,lab_1_5,1,7.744554967235016,3.0349393031428376,867.3901563303218,255.01764644824092,112.0,1.0205230994698555,1.5430526988140265,0.29400569580723307,144.0,447.0,253.7084941423917
13,lab_1_6,1,13.423882295707177,3.3298077200006366,1141.02999513511,1045.1913700370856,85.0,1.6172723661205413,2.5859117356781898,0.916006918743029,988.0,397.0,626.2874739287063
14,lab_1_7,1,4.042375201204968,1.220241852868358,189.9916344566335,146.57762448614045,47.0,0.402267138726205,0.7831915520608195,0.7714951498014376,109.0,100.0,104.4030650891055
15,lab_1_8,1,5.361343395001338,2.319697609792176,42.890747160010704,42.2965719651132,8.0,2.9982015608800565,1.6142449885280887,0.9861467744387656,6.0,42.0,15.874507866387544
16,lab_1_9,1,15.265199339138317,1.818522056425069,45.795598017414946,45.79301256742124,3.0,3.3401917930995255,1.1142590810310766,0.9999435437005819,24.0,39.0,30.59411708155671
17,lab_2_0,1,8.566769506125334,4.8895649986455805,436.905244812392,380.1473398565351,51.0,1.9547699765346414,2.3257513413739934,0.8700910423260566,57.0,376.0,146.3967212747608
18,lab_2_1,1,6.789065377066827,3.245195649259911,862.211302887487,688.7437840009883,127.0,1.0429050979543666,1.5236074352887419,0.7988108966960097,198.0,688.0,369.08535598151275
19,lab_2_2,1,14.027560283552868,1.8884398440198864,659.2953333269847,641.0818980442358,47.0,1.5271384583087393,2.2479536229806647,0.9723743907137353,196.0,615.0,347.18870949384285
20,lab_2_3,1,8.696963940553196,2.439224173454702,791.4237185903409,585.702996406882,91.0,1.6941670269160665,1.9970167986445224,0.7400624755726526,293.0,560.0,405.06789554345085
21,lab_2_4,0,0.0727721087289137,0.0008418075742379,22.04994894486085,21.540659228538015,303.0,0.0005618352486355335,0.00044985871113952734,0.9769029072313777,20.0,8.0,12.649110640673518
22,lab_2_5,1,14.69731889148386,3.36350140870431,543.8007989849028,439.7101317913882,37.0,3.201463804151058,2.394119925398097,0.8085867703986136,216.0,383.0,287.6247555409652
23,lab_2_6,1,9.911454996930708,3.418733587721817,1030.7913196807935,542.2739160239961,104.0,2.2199797123530636,3.0275535688690245,0.5260753613950908,531.0,341.0,425.5243823801405
24,lab_2_7,1,8.528467844070706,3.965534453939248,375.25258513911103,77.0,44.0,2.841988979215932,2.411258889636747,0.2051951220308185,120.0,131.0,125.37942414925983
25,lab_2_8,1,16.0,0.0,16.0,16.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0
26,lab_2_9,1,11.23574927563762,4.029657086503839,1134.8106768393995,1002.0144709533888,101.0,3.36501519101446,3.0961895175540137,0.8829794179802167,993.0,238.0,486.1419545770556
27,lab_2_10,1,7.203504630840061,4.664795252500532,151.27359724764128,84.8528137423857,21.0,4.368727283187245,4.518343968985543,0.5609228264961403,38.0,93.0,59.447455790807396
28,lab_2_11,1,19.002322870005955,2.5648376577700662,171.02090583005358,170.3202865192517,9.0,3.67031460804555,3.1250759426984134,0.9959033118939383,97.0,140.0,116.53325705565771
29,lab_2_12,1,10.520108416386648,1.4412907088685465,42.08043366554659,40.311288741492746,4.0,2.4226658074669234,0.5799342995762824,0.957958015877048,29.0,28.0,28.495613697550013
30,lab_2_13,1,7.549634571381651,2.798328689599803,1102.246647421721,505.72917653621687,146.0,1.85967609488641,2.289215334705209,0.4588167065140768,498.0,292.0,381.3344988327177
31,lab_2_14,1,10.466302716166888,4.782590747027977,104.66302716166888,103.23759005323592,10.0,4.866556926064227,5.545363746381133,0.9863807005483307,73.0,73.0,73.0
32,lab_2_15,1,11.716219677069349,3.474658555693355,1405.9463612483216,586.436697351044,120.0,2.293178905712557,2.46631013558889,0.4171117145823077,605.0,397.0,490.0867270188002
33,lab_2_16,1,10.36740019551718,2.5504689737360784,1140.4140215068896,747.5433097821156,110.0,1.6202016294923256,1.7610384638463905,0.6555016824454217,730.0,352.0,506.9122211981084
34,lab_2_17,1,10.690850662840187,2.7152124726282807,224.5078639196439,213.74049686477292,21.0,3.357889003952228,2.1320416245808973,0.9520401340653045,57.0,206.0,108.36050941187015
35,lab_2_18,1,12.157899982548985,1.8019606632018357,559.2633991972532,549.8881704492287,46.0,1.5840129457713572,2.113013372307693,0.9832364700399108,484.0,261.0,355.42087727087727
36,lab_2_19,1,10.753185950308056,1.9734824406967584,419.3742520620142,402.7964746618322,39.0,1.3369545515634351,1.6424561188867175,0.960470206936475,367.0,166.0,246.82382380961528
37,lab_2_20,1,13.92191464191693,3.3808715892768104,361.96978068984015,305.8512710452582,26.0,3.146099273190199,3.557681277987045,0.8449635504443725,296.0,122.0,190.03157632351525
38,lab_3_0,1,4.975789698580143,3.4432540437426793,363.2326479963504,232.76812496559748,73.0,1.4071845119589024,1.5611821035691174,0.640823797776945,159.0,197.0,176.98305003587208
39,lab_3_1,0,0.1680123997266275,0.7710666508327243,50.23570751826162,19.4164878389476,299.0,0.058854568232588174,0.6229083045949467,0.38650770135743273,26.0,7.0,13.490737563232042
40,lab_3_2,0,0.0483891304921018,0.0234233342062011,14.468350017138466,8.06225774829855,299.0,0.000674533363593201,0.002628077601256627,0.5572340825835989,6.0,7.0,6.48074069840786
41,lab_3_3,0,0.0576932979912883,0.045847702177776,17.25029609939523,5.0,299.0,0.0014152353516466982,0.009747093395380456,0.28985009713400184,7.0,7.0,7.0
42,lab_3_4,0,0.0877682585386578,0.0220954984999406,26.242709303058707,9.848857801796104,299.0,0.0008597911474042368,0.004798498656768985,0.3752988187331776,6.0,13.0,8.831760866327848
43,lab_3_5,0,0.115018798935133,0.0864333426072486,34.39062088160477,6.0,299.0,0.004407616772851485,0.02235058243402779,0.17446617264212713,6.02800000000002,11.0,8.142972430261583
44,lab_3_6,0,0.1282289383020005,0.0509583236888658,38.340452552298146,8.06225774829855,299.0,0.0019017259734457463,0.01107183557781913,0.21028071427433617,21.0,9.0,13.74772708486752
45,lab_3_7,0,0.0615552128547094,0.0313122036620007,18.405008643558112,8.06225774829855,299.0,0.0008949028894152353,0.004328918975541427,0.4380469417014047,11.0,5.0,7.416198487095663
46,lab_3_8,0,0.1156742802728116,0.0515148711888242,34.586609801570674,18.35755975068582,299.0,0.0036392858059437505,0.01813279904823737,0.5307707189576052,16.0,11.0,13.2664991614216
47,lab_3_9,0,0.0783565128622351,0.0648965425881569,23.42859734580832,19.313207915827967,299.0,0.0024024647606191818,0.016867115064318705,0.824343328401747,9.0,18.0,12.727922061357855
48,lab_3_10,0,0.0895632416510553,0.050783009356172,26.779409253665538,12.806248474865695,299.0,0.004515757833994884,0.02007119891672918,0.4782125084821574,12.0,10.0,10.954451150103322
49,lab_3_11,0,0.0994428313359263,0.0026093897032862,29.73340656944196,26.419689627245813,299.0,0.0008194621844079301,0.0009506156548349978,0.8885523952845091,24.629999999999995,13.347000000000008,18.131095113092318
50,lab_3_12,1,10.660132677639291,1.7401833126982893,31.98039803291788,31.144823004794873,3.0,3.219173695839607,1.0430710337085598,0.973872275533815,21.0,23.0,21.97726097583591
51,lab_3_13,1,7.784264001902853,2.7256271704855126,490.40863211987977,444.2881947565117,63.0,1.4376593197220968,1.59769538886455,0.9059550865489374,444.0,49.0,147.49915253993834
52,lab_3_14,1,8.43898841478399,3.3503210302491664,286.92560610265565,242.53865671269807,34.0,3.0566560793350463,2.122846700387778,0.8453015400302861,240.0,38.0,95.49869109050658
53,lab_4_0,1,9.948813522422304,2.2315150723867685,447.6966085090037,446.6538221049945,45.0,0.5598264983363562,1.3411922170268624,0.997670774394557,445.0,39.40300000000002,132.41727606320865
54,lab_4_1,0,2.036008536141548,0.2202964308049909,610.8025608424643,607.6205941712311,300.0,0.05265033086599073,0.26153685898742096,0.9947905151758951,390.606,465.435,426.38210986156537
55,lab_4_2,0,1.8885066021046,0.0832795121303643,566.55198063138,565.4197800970531,300.0,0.0042715199523128125,0.022658325990364433,0.9980015946055556,366.42199999999997,430.621,397.2266457099775
56,lab_4_3,0,1.92466293350856,0.1144526934802826,577.398880052568,576.4008321333341,300.0,0.006237007340513974,0.03737540246015128,0.9982714758311568,388.25,426.028,406.7005913445418
57,lab_4_4,0,1.4417366154926852,0.11724769702126,317.18205540839074,315.71693926363844,220.0,0.009782073056251265,0.0453180145823072,0.9953808353285754,251.447,190.92299999999994,219.10503321694821
58,lab_4_5,0,1.7469425699873022,0.1055230014396245,524.0827709961907,522.8044283821628,300.0,0.008310663997786183,0.05413076100840786,0.9975608001545291,352.76,385.856,368.9370712736794
59,lab_4_6,0,1.74537656680051,0.1526056367499105,459.0340370685342,458.0220394784512,263.0,0.013083475653235055,0.06863190693564561,0.9977953757055886,322.59799999999996,325.1379999999999,323.86550993274966
60,lab_4_7,0,1.7550488967318767,0.7980954908433349,289.58306796075965,289.2809503579521,165.0,0.019166705676488163,0.17350710790388935,0.9989567152356834,199.95599999999996,209.04799999999994,204.4514658494773
61,lab_4_8,0,1.851739817486801,0.0653482848584636,66.66263342952483,66.53355367782478,36.0,0.006932643710096263,0.026442676004569135,0.9980636865803313,54.32099999999991,38.418000000000006,45.68264635504381
62,lab_4_9,0,2.3090736284999136,0.1022560910960443,692.722088549974,691.0531950356643,300.0,0.006468720067439169,0.033802481778750317,0.9975908181045546,521.137,453.84000000000003,486.32583324351583
63,lab_4_10,0,2.7516472731794948,0.0145401972884965,41.27470909769242,41.23732062101029,15.0,0.0027414532715031342,0.007949581976238615,0.9990941552951073,29.26400000000001,29.054000000000002,29.158810949694097
64,lab_4_11,0,2.2103572314889908,0.240101505063451,75.15214587062569,75.07650439385148,34.0,0.020085442802205665,0.07929282631310125,0.998993488796655,45.146000000000015,59.98599999999999,52.03967674765092
65,lab_4_12,1,4.3814087895757385,7.603189794550827,525.7690547490886,398.4241681549954,170.0,1.6451337017460894,10.905519569298031,0.7577931119303596,271.409,291.6830000000001,281.3634506239217
66,lab_4_13,0,2.2089467846980373,0.0880151907387244,618.5050997154505,617.1710668996077,280.0,0.0063519465565437415,0.033352650183108665,0.9978431336840125,462.567,408.57300000000004,434.73254639030654
67,lab_4_14,0,1.6795574321179398,0.1017725087543125,178.03308780450163,177.13123465385772,106.0,0.007146707201542078,0.03664053668114957,0.99493435090204,111.393,137.721,123.85941770006833
68,lab_4_15,0,2.223714282091651,0.5340506611687529,182.3445711315154,181.3731316650843,82.0,0.0649779204285673,0.2382500906143743,0.9946725067798675,114.08300000000001,141.001,126.82987456825778
